id,comment_dict
100000177756,"{'时尚美观': 222, '反应超快': 180, '方便好用': 138, '清晰度高': 119, '流畅至极': 103, '解锁迅速': 75, '识别率强': 71, '充电快速': 55, '性能一流': 36, '时尚简约': 26, '高端大气': 26, '美观大方': 21}"
6946605,"{'完美运行': 93, '流畅至极': 90, '续航出色': 72, '使用舒适': 70, '时尚美观': 48, '清晰度高': 32, '性能一流': 26, '功能强大': 26, '屏大小合适': 25, '漂亮大方': 22, '持久耐用': 20, '超大屏幕': 10}"
100000773875,"{'反应超快': 427, '清晰度高': 407, '漂亮大方': 274, '流畅至极': 263, '大小适宜': 237, '使用舒适': 233, '时尚美观': 231, '功能强大': 189, '拍摄功能强': 182, '高端大气': 132, '方便好用': 122, '手感一流': 112}"
5089225,"{'反应超快': 150, '时尚美观': 149, '清晰度高': 129, '流畅至极': 94, '充电快速': 81, '方便好用': 60, '使用舒适': 56, '识别率强': 43, '功能齐全': 28, '颜色绚丽': 18, '高端大气': 16, '新颖别致': 16}"
100000822981,"{'流畅至极': 1303, '反应超快': 997, '方便好用': 842, '漂亮大方': 533, '清晰度高': 459, '时尚美观': 434, '设计一流': 429, '大小适宜': 343, '性能一流': 170, '持久耐用': 160, '手感一流': 131, '体验绝佳': 111}"
7437786,"{'反应超快': 114, '功能强大': 68, '清晰度高': 51, '漂亮大方': 31, '线条流畅': 31, '高端大气': 28, '时尚美观': 26, '续航出色': 25, '无比顺畅': 25, '使用舒适': 20, '持久耐用': 20, '方便好用': 16}"
6600258,"{'流畅至极': 644, '反应超快': 418, '时尚美观': 393, '大小适宜': 230, '清晰度高': 216, '使用舒适': 184, '功能强大': 153, '方便好用': 141, '尺寸适宜': 139, '充电快速': 103, '手感一流': 93, '色彩饱满': 65}"
7643003,"{'流畅至极': 858, '反应超快': 573, '时尚美观': 411, '使用舒适': 355, '清晰度高': 333, '电池耐用': 273, '续航出色': 247, '方便好用': 244, '功能强大': 207, '高端大气': 116, '屏大小合适': 115, '色彩饱满': 95}"
100000971366,"{'时尚美观': 560, '反应超快': 361, '流畅至极': 345, '使用舒适': 260, '清晰度高': 206, '线条流畅': 159, '设计一流': 129, '时尚简约': 95, '持久耐用': 63, '功能齐全': 60, '手感一流': 50, '识别率强': 41}"
7437564,"{'毫无卡顿': 109, '流畅至极': 91, '时尚美观': 56, '漂亮大方': 37, '方便好用': 36, '清晰度高': 32, '散热性佳': 29, '解锁迅速': 19, '手感一流': 18, '性能一流': 18, '炫酷霸气': 11, '凸显气质': 10}"
7419252,"{'流畅至极': 95, '方便好用': 65, '时尚美观': 63, '反应超快': 58, '充电快速': 39, '手感一流': 38, '清晰度高': 38, '漂亮大方': 35, '使用舒适': 26, '高端大气': 24, '性能一流': 21, '惊艳绝伦': 19}"
6949475,"{'时尚美观': 387, '流畅至极': 159, '手感一流': 133, '颜值爆表': 105, '使用舒适': 98, '反应超快': 91, '配置超棒': 74, '设计一流': 69, '大小适宜': 64, '完全够用': 50, '清晰度高': 47, '方便好用': 44}"
5089273,"{'流畅至极': 375, '反应超快': 263, '时尚美观': 211, '漂亮大方': 168, '性能一流': 166, '使用舒适': 143, '方便好用': 100, '清晰度高': 96, '手感一流': 71, '高端大气': 70, '充电快速': 61, '质感俱佳': 57}"
7283905,"{'流畅至极': 1472, '反应超快': 1469, '方便好用': 1016, '清晰度高': 792, '漂亮大方': 704, '时尚美观': 566, '高端大气': 386, '颜色绚丽': 367, '续航出色': 265, '性能一流': 246, '持久耐用': 224, '手感一流': 191}"
7479912,"{'流畅至极': 707, '反应超快': 484, '漂亮大方': 370, '清晰度高': 299, '时尚美观': 258, '设计一流': 234, '使用舒适': 222, '散热性佳': 179, '使用简便': 159, '功能齐全': 127, '电池耐用': 112, '黑色大方': 72}"
8638898,"{'流畅至极': 471, '反应超快': 403, '清晰度高': 370, '漂亮大方': 258, '使用舒适': 220, '方便好用': 179, '时尚美观': 108, '拍摄功能强': 95, '手感一流': 83, '大小适宜': 82, '性能一流': 74, '高端大气': 71}"
8033419,"{'流畅至极': 322, '反应超快': 237, '时尚美观': 212, '电池耐用': 199, '续航出色': 111, '清晰度高': 104, '使用舒适': 83, '方便好用': 76, '散热性佳': 76, '屏大小合适': 35, '做工精湛': 32, '颜值爆表': 29}"
7437784,"{'流畅至极': 47, '时尚美观': 46, '方便好用': 42, '反应超快': 33, '清晰度高': 20, '配置超棒': 19, '屏大小合适': 16, '持久耐用': 16, '颜色绚丽': 14, '手感一流': 8, '容量充足': 7, '颜值爆表': 6}"
100000820311,"{'清晰度高': 155, '时尚美观': 136, '反应超快': 132, '方便好用': 111, '功能强大': 88, '流畅至极': 81, '大小适宜': 56, '操作简便': 47, '做工精湛': 47, '完全够用': 43, '使用简便': 40, '颜色绚丽': 31}"
5826236,"{'流畅至极': 26, '反应超快': 23, '拍摄功能强': 20, '清晰度高': 19, '方便好用': 15, '超大屏幕': 15, '时尚美观': 14, '屏幕用着爽': 14, '愉悦舒爽': 12, '散热性佳': 11, '大小适宜': 10, '颜色绚丽': 8}"
31545088844,"{'反应超快': 70, '方便好用': 43, '流畅至极': 42, '高端大气': 40, '清晰度高': 34, '时尚美观': 32, '漂亮大方': 29, '功能齐全': 24, '持久耐用': 20, '续航出色': 12, '屏大小合适': 12, '拍摄功能强': 11}"
6999009,"{'反应超快': 44, '方便好用': 32, '完美运行': 17, '高端大气': 13, '清晰度高': 12, '性能一流': 10, '黑色大方': 10, '漂亮大方': 9, '精致优雅': 8, '续航出色': 5, '内存充足': 5, '待机给力': 4}"
7299782,"{'反应超快': 268, '清晰度高': 209, '流畅至极': 206, '使用舒适': 163, '漂亮大方': 146, '容量充足': 126, '电池耐用': 120, '大小适宜': 78, '时尚美观': 74, '方便好用': 73, '色彩饱满': 53, '优质耐用': 41}"
100000773875,"{'流畅至极': 492, '漂亮大方': 334, '反应超快': 307, '清晰度高': 185, '时尚美观': 174, '大小适宜': 169, '使用舒适': 141, '做工精湛': 126, '方便好用': 115, '功能强大': 114, '手感一流': 101, '持久耐用': 78}"
5295423,"{'反应超快': 138, '漂亮大方': 90, '清晰度高': 86, '流畅至极': 60, '空间充足': 60, '方便好用': 48, '使用舒适': 44, '时尚美观': 41, '超大屏幕': 35, '屏大小合适': 32, '持久耐用': 21, '内存充足': 16}"
7123633,"{'方便好用': 15, '流畅至极': 13, '清晰度高': 11, '完美运行': 10, '时尚美观': 9, '屏大小合适': 6, '电池耐用': 5, '高端大气': 4, '完全够用': 4, '尺寸适宜': 4, '声音洪亮': 3, '功能强大': 3}"
5424574,"{'流畅至极': 52, '方便好用': 41, '完美运行': 30, '功能齐全': 29, '功能强大': 27, '惊艳绝伦': 26, '清晰度高': 25, '时尚美观': 24, '漂亮大方': 23, '高端大气': 23, '手感一流': 16, '持久耐用': 8}"
7643003,"{'时尚美观': 355, '颜值爆表': 84, '反应超快': 80, '科技感强': 72, '设计一流': 64, '流畅至极': 61, '识别率强': 53, '高端大气': 51, '视觉感强': 48, '手感一流': 46, '方便好用': 42, '清晰度高': 41}"
8024543,"{'方便好用': 48, '时尚美观': 45, '反应超快': 41, '解锁迅速': 30, '流畅至极': 29, '颜色绚丽': 27, '漂亮大方': 25, '识别率强': 22, '清晰度高': 16, '性能一流': 15, '充电快速': 10, '色彩饱满': 6}"
100000400014,"{'反应超快': 52, '方便好用': 41, '时尚美观': 23, '流畅至极': 18, '清晰度高': 14, '持久耐用': 12, '高端大气': 9, '愉悦舒爽': 7, '大小适宜': 6, '颜色绚丽': 6, '续航出色': 3, '声音清晰': 2}"
3133841,"{'流畅至极': 86, '反应超快': 55, '使用舒适': 44, '漂亮大方': 27, '方便好用': 24, '时尚美观': 23, '清晰度高': 22, '屏大小合适': 19, '颜色绚丽': 14, '功能齐全': 12, '散热性佳': 10, '续航出色': 8}"
3133811,"{'反应超快': 221, '漂亮大方': 171, '方便好用': 145, '清晰度高': 134, '流畅至极': 129, '时尚美观': 125, '颜值爆表': 81, '高端大气': 53, '手感一流': 46, '使用舒适': 45, '解锁迅速': 45, '性能一流': 44}"
5963066,"{'小巧精致': 514, '待机给力': 468, '声音响亮': 282, '清晰无杂音': 246, '电池耐用': 231, '方便好用': 212, '使用舒适': 174, '操作简单': 160, '操作简便': 151, '简单大方': 141, '便携小巧': 81, '时尚美观': 81}"
3889169,"{'时尚美观': 61, '流畅至极': 48, '方便好用': 34, '清晰度高': 24, '设计人性化': 17, '完美运行': 14, '手感一流': 12, '充电快速': 10, '续航出色': 9, '功能强大': 7, '质感俱佳': 7, '做工精湛': 7}"
8790521,"{'时尚美观': 331, '解锁迅速': 259, '反应超快': 250, '流畅至极': 213, '清晰度高': 182, '科技感强': 140, '使用舒适': 105, '充电快速': 96, '惊艳绝伦': 96, '方便好用': 92, '高科技感': 67, '高端大气': 66}"
7437788,"{'清晰度高': 190, '流畅至极': 106, '方便好用': 100, '愉悦舒爽': 93, '续航出色': 91, '毫无卡顿': 84, '电池耐用': 79, '大小适宜': 34, '时尚美观': 33, '大屏霸气': 27, '高端大气': 24, '漂亮大方': 18}"
7428766,"{'时尚美观': 11, '完美运行': 8, '解锁迅速': 8, '方便好用': 7, '清晰度高': 4, '毫无卡顿': 4, '充电快速': 3, '丝滑柔顺': 3, '拍摄功能强': 3, '颜色绚丽': 2, '时尚简约': 2, '美观大方': 2}"
7651951,"{'声音响亮': 894, '声音洪亮': 674, '待机给力': 254, '操作简便': 241, '大小适宜': 186, '方便好用': 159, '使用舒适': 150, '颜色绚丽': 125, '漂亮大方': 125, '操作简单': 83, '简单大方': 74, '电池耐用': 74}"
32082979222,"{'时尚美观': 75, '反应超快': 60, '方便好用': 52, '使用舒适': 44, '清晰度高': 28, '毫无卡顿': 21, '线条流畅': 17, '高端大气': 16, '时尚简约': 15, '持久耐用': 12, '操作简便': 11, '功能齐全': 10}"
8717360,{'通话清晰': 1}
7534113,"{'流畅至极': 12, '完美运行': 12, '时尚美观': 11, '清晰度高': 8, '反应超快': 5, '手感一流': 5, '方便好用': 5, '屏大小合适': 5, '系统简洁': 5, '颜值爆表': 4, '体验绝佳': 4, '做工精湛': 4}"
2321948,"{'声音洪亮': 199, '操作简便': 110, '使用简便': 89, '声音清晰': 86, '大小适宜': 83, '超大字体': 81, '清晰度高': 79, '方便好用': 70, '时尚美观': 46, '轻巧舒适': 41, '大方得体': 35, '电池耐用': 32}"
100000238278,"{'时尚美观': 33, '完美运行': 15, '流畅至极': 10, '充电快速': 10, '毫无卡顿': 10, '清晰度高': 9, '方便好用': 8, '颜色绚丽': 7, '持久耐用': 6, '解锁迅速': 4, '颜值爆表': 4, '高端大气': 4}"
8184522,"{'方便好用': 61, '流畅至极': 55, '完美运行': 49, '使用简便': 41, '清晰度高': 40, '漂亮大方': 40, '线条流畅': 34, '屏大小合适': 26, '续航出色': 25, '时尚美观': 22, '操作简单': 22, '完全够用': 17}"
34250730122,"{'大小适宜': 237, '清晰度高': 185, '流畅至极': 147, '反应超快': 139, '续航出色': 98, '散热性佳': 98, '愉悦舒爽': 86, '电池耐用': 78, '漂亮大方': 74, '方便好用': 64, '时尚美观': 52, '色彩饱满': 44}"
29199143054,"{'漂亮大方': 150, '反应超快': 107, '时尚美观': 84, '清晰度高': 77, '颜色绚丽': 62, '方便好用': 60, '使用舒适': 49, '流畅至极': 46, '电池耐用': 41, '容量充足': 38, '高端大气': 24, '功能齐全': 23}"
8058010,"{'声音清晰': 98, '声音洪亮': 90, '待机给力': 85, '方便好用': 83, '使用简便': 80, '操作简便': 80, '超大字体': 64, '优质耐用': 42, '便携小巧': 34, '清晰度高': 32, '屏大小合适': 21, '时尚美观': 20}"
8261721,"{'反应超快': 107, '方便好用': 82, '流畅至极': 75, '清晰度高': 73, '漂亮大方': 47, '时尚简约': 43, '时尚美观': 43, '性能一流': 39, '高端大气': 38, '拍摄功能强': 35, '续航出色': 26, '充电快速': 24}"
5934357,"{'反应超快': 26, '时尚美观': 24, '清晰度高': 17, '方便好用': 11, '流畅至极': 10, '颜色绚丽': 9, '解锁迅速': 9, '续航出色': 5, '功能强大': 5, '拍摄功能强': 5, '时尚潮流': 4, '大方得体': 4}"
5284273,"{'方便好用': 55, '完美运行': 27, '清晰度高': 20, '流畅至极': 17, '漂亮大方': 13, '高端大气': 8, '时尚美观': 7, '屏大小合适': 6, '画质感人': 4, '续航出色': 3, '手感一流': 3, '体验绝佳': 3}"
33533396590,"{'解锁迅速': 14, '漂亮大方': 13, '方便好用': 9, '完美运行': 7, '时尚美观': 7, '流畅至极': 5, '拍照一流': 5, '颜色绚丽': 4, '使用舒适': 3, '识别率强': 3, '颜值爆表': 3, '像素一流': 3}"
11378358411,"{'流畅至极': 96, '时尚美观': 96, '反应超快': 71, '手感一流': 55, '清晰度高': 35, '屏大小合适': 30, '方便好用': 29, '使用舒适': 26, '配置超棒': 21, '颜值爆表': 21, '解锁迅速': 20, '做工精湛': 19}"
34182462559,"{'完美运行': 31, '流畅至极': 25, '屏大小合适': 14, '功能齐全': 12, '使用舒适': 12, '持久耐用': 12, '清晰度高': 10, '漂亮大方': 10, '时尚美观': 10, '惊艳绝伦': 9, '拍摄功能强': 7, '手感一流': 6}"
7225861,"{'声音响亮': 230, '声音洪亮': 164, '待机给力': 94, '操作简便': 89, '方便好用': 73, '清晰度高': 65, '漂亮大方': 41, '使用简便': 39, '高端大气': 37, '完美运行': 28, '时尚简约': 22, '超大字体': 17}"
100000047414,"{'流畅至极': 45, '时尚美观': 37, '解锁迅速': 26, '方便好用': 17, '完美运行': 16, '手感一流': 15, '功能强大': 15, '相机一流': 11, '颜值爆表': 7, '设计一流': 5, '充电快速': 4, '质感俱佳': 4}"
100000322417,"{'声音洪亮': 69, '便携小巧': 52, '方便好用': 40, '待机给力': 31, '使用简便': 26, '持久耐用': 23, '通话清晰': 21, '操作简便': 14, '字体够大': 14, '小巧精致': 13, '屏大小合适': 7, '时尚美观': 7}"
8535863,"{'方便好用': 8, '流畅至极': 6, '反应超快': 6, '清晰度高': 5, '做工精湛': 4, '毫无卡顿': 3, '亮丽如新': 2, '时尚美观': 2, '体验绝佳': 2, '功能强大': 1, '美观大方': 1, '快捷灵敏': 1}"
6035608,"{'完美运行': 23, '漂亮大方': 14, '时尚美观': 13, '方便好用': 9, '拍照一流': 7, '高端大气': 7, '解锁迅速': 6, '颜色绚丽': 5, '流畅至极': 4, '清晰度高': 4, '内存充足': 4, '功能强大': 3}"
11605719685,"{'流畅至极': 70, '时尚美观': 37, '使用舒适': 27, '完美运行': 23, '方便好用': 22, '持久耐用': 20, '手感一流': 16, '清晰度高': 15, '做工精湛': 10, '续航出色': 8, '高端大气': 7, '颜值爆表': 6}"
100001464948,"{'流畅至极': 38, '时尚美观': 19, '惊艳绝伦': 15, '解锁迅速': 13, '系统简洁': 12, '方便好用': 11, '优质耐用': 10, '实用性强': 9, '屏幕质优': 9, '高端大气': 8, '照相清晰': 6, '厚薄适宜': 4}"
100000993102,"{'时尚美观': 6, '流畅至极': 3, '反应超快': 3, '漂亮大方': 3, '功能齐全': 2, '毫无卡顿': 2, '方便好用': 1, '高端大气': 1, '像素一流': 1, '网速超快': 1, '持久耐用': 1}"
100001247225,"{'大小适宜': 2, '时尚美观': 1}"
19657396148,{'毫无卡顿': 1}
28751842981,"{'流畅至极': 9, '清晰度高': 9, '音质上乘': 8, '时尚美观': 6, '反应超快': 4, '高端大气': 4, '手感一流': 3, '声音洪亮': 3, '做工精湛': 3, '解锁迅速': 2, '照片清晰': 2, '金属质感': 1}"
5464295,"{'方便好用': 222, '清晰度高': 186, '时尚美观': 174, '反应超快': 159, '流畅至极': 73, '大小适宜': 49, '时尚简约': 47, '性能一流': 39, '高端大气': 38, '内存充足': 28, '使用简便': 19, '持久耐用': 19}"
13302512328,"{'流畅至极': 15, '方便好用': 13, '大小适宜': 12, '时尚美观': 11, '完美运行': 10, '惊艳绝伦': 10, '屏幕用着爽': 8, '新颖别致': 8, '手感一流': 5, '清晰度高': 5, '功能齐全': 3, '操作简便': 3}"
28998887596,"{'清新亮丽': 1, '流畅至极': 1, '时尚美观': 1, '内存充足': 1}"
5242942,"{'漂亮大方': 22, '时尚美观': 19, '完美运行': 18, '方便好用': 16, '流畅至极': 12, '清晰度高': 10, '颜色绚丽': 6, '超大屏幕': 4, '持久耐用': 4, '大屏清晰': 4, '操作简便': 3, '体验绝佳': 3}"
6737464,"{'流畅至极': 1, '完美运行': 1, '大小适宜': 1, '容量充足': 1, '时尚美观': 1}"
6088404,"{'流畅至极': 866, '漂亮大方': 571, '反应超快': 483, '清晰度高': 394, '时尚美观': 313, '使用舒适': 157, '使用简便': 140, '完全够用': 135, '高端大气': 129, '方便好用': 124, '颜值爆表': 122, '充电快速': 119}"
27493450925,"{'声音响亮': 55, '操作简便': 39, '声音洪亮': 34, '待机给力': 33, '清晰度高': 29, '方便好用': 28, '操作简单': 21, '功能齐全': 20, '颜值爆表': 13, '大小适宜': 12, '便携小巧': 9, '做工精湛': 9}"
29196113704,"{'反应超快': 23, '方便好用': 21, '流畅至极': 17, '照相一流': 15, '时尚美观': 15, '清晰度高': 9, '内存充足': 9, '续航出色': 8, '高端大气': 7, '持久耐用': 7, '大小适宜': 6, '颜色绚丽': 6}"
100000098184,"{'完美运行': 18, '时尚美观': 15, '毫无卡顿': 14, '清晰度高': 11, '颜色绚丽': 8, '功能强大': 6, '性能一流': 4, '拍照一流': 4, '色彩艳丽': 3, '高端大气': 2, '网速超快': 2, '做工精湛': 2}"
17250543583,"{'时尚美观': 6, '完美运行': 4, '手感一流': 4, '续航出色': 2, '清晰度高': 2, '系统超快': 2, '持久耐用': 2, '设计一流': 2, '防滑性强': 1, '屏大小合适': 1, '高端大气': 1, '容量充足': 1}"
7621213,"{'方便好用': 4, '完美运行': 3, '画质感人': 2, '手感一流': 2, '毫无压力': 2, '毫无卡顿': 2, '新颖别致': 2, '颜值爆表': 1, '质感俱佳': 1, '高端大气': 1, '待机给力': 1, '舒适性强': 1}"
7177012,"{'流畅至极': 22, '时尚美观': 16, '反应超快': 13, '方便好用': 9, '清晰度高': 7, '大小适宜': 4, '功能强大': 3, '时尚简约': 3, '色彩鲜艳': 3, '运行流畅': 3, '做工精湛': 3, '内存充足': 2}"
100001570996,"{'流畅至极': 3, '方便好用': 3, '大小适宜': 2, '完美运行': 2, '充电快速': 2, '拍照一流': 2, '颜值爆表': 2, '音质上乘': 2, '手感一流': 1, '功能齐备': 1, '时尚美观': 1}"
26668009041,"{'时尚美观': 6, '解锁迅速': 3, '颜色绚丽': 2, '毫无卡顿': 2, '识别率强': 2, '大小适宜': 1, '反应超快': 1, '手感一流': 1, '功能强大': 1, '功能强劲': 1, '舒适性强': 1, '做工精湛': 1}"
34641970467,"{'时尚美观': 21, '流畅至极': 20, '反应超快': 15, '清晰度高': 12, '方便好用': 12, '颜色绚丽': 10, '高端大气': 5, '续航出色': 4, '功能强大': 4, '解锁迅速': 4, '颜值爆表': 4, '音质上乘': 2}"
12571286979,"{'完美运行': 59, '漂亮大方': 58, '方便好用': 49, '流畅至极': 38, '时尚美观': 36, '颜色绚丽': 31, '清晰度高': 26, '时尚简约': 12, '拍照一流': 6, '续航出色': 5, '识别率强': 5, '电池耐用': 5}"
28265598067,"{'大小适宜': 1, '解锁迅速': 1, '像素一流': 1}"
100001243288,"{'完美运行': 2, '内存充足': 2, '流畅至极': 1, '功能齐全': 1, '高端大气': 1, '美观大方': 1, '持久耐用': 1, '快捷灵敏': 1, '做工精湛': 1}"
26660995449,"{'流畅至极': 35, '完美运行': 32, '时尚美观': 30, '高端大气': 17, '方便好用': 12, '照相一流': 11, '续航出色': 10, '颜色绚丽': 10, '愉悦舒爽': 10, '屏幕用着爽': 9, '清晰度高': 8, '超大屏幕': 5}"
34709341022,"{'高端大气': 85, '时尚美观': 20, '质感上乘': 15, '做工精湛': 13, '手感一流': 11, '方便好用': 9, '完美运行': 7, '设计一流': 7, '流畅至极': 6, '清晰度高': 6, '功能齐全': 3, '解锁迅速': 3}"
32103000911,"{'声音洪亮': 65, '方便好用': 24, '操作简便': 19, '使用简便': 13, '操作简单': 13, '超大字体': 12, '时尚美观': 9, '音质上乘': 9, '待机给力': 7, '大方得体': 7, '超大按键': 6, '大小适宜': 5}"
26787645059,"{'时尚美观': 2, '流畅至极': 1, '反应超快': 1, '手感一流': 1, '方便好用': 1, '轻薄小巧': 1, '操作方便': 1}"
28287095109,"{'时尚美观': 4, '颜色绚丽': 2, '方便好用': 2, '漂亮大方': 1, '解锁迅速': 1, '高端大气': 1}"
29959810443,"{'声音洪亮': 188, '声音清晰': 78, '待机给力': 59, '方便好用': 50, '清晰度高': 36, '操作简便': 29, '完美运行': 21, '时尚美观': 20, '功能齐全': 19, '简单好看': 18, '字体清晰': 16, '高端大气': 14}"
32124718044,"{'流畅至极': 78, '时尚美观': 65, '反应超快': 46, '清晰度高': 39, '漂亮大方': 34, '惊艳绝伦': 34, '解锁迅速': 32, '性能一流': 23, '功能强大': 21, '持久耐用': 21, '清晰透光': 15, '做工精湛': 12}"
31868566477,"{'声音洪亮': 39, '声音清晰': 15, '字体够大': 10, '清晰度高': 7, '操作简便': 7, '简洁大气': 6, '待机给力': 5, '灵敏度高': 4, '方便好用': 3, '时尚美观': 3, '做工精湛': 2, '档次十足': 1}"
10485140959,"{'流畅至极': 12, '毫无卡顿': 12, '反应超快': 10, '漂亮大方': 6, '续航出色': 5, '方便好用': 5, '高端大气': 4, '时尚美观': 4, '手感一流': 3, '画面细腻': 3, '做工精湛': 3, '电力充足': 2}"
28135895775,"{'方便好用': 3, '时尚美观': 2, '反应超快': 1, '充电快速': 1, '清晰度高': 1, '功能强大': 1, '轻巧舒适': 1, '解锁迅速': 1, '高端大气': 1, '拍照功能强': 1, '惊艳绝伦': 1, '做工精湛': 1}"
4526053,"{'时尚美观': 11, '完美运行': 7, '方便好用': 6, '流畅至极': 5, '解锁迅速': 5, '颜色绚丽': 3, '惊艳绝伦': 3, '充电快速': 1, '美观大方': 1, '自带功能多': 1, '字体够大': 1, '操作简单': 1}"
2868437,"{'完美运行': 13, '时尚美观': 8, '流畅至极': 6, '拍照一流': 5, '大小适宜': 3, '手感一流': 2, '方便好用': 2, '像素一流': 2, '续航出色': 1, '清晰度高': 1, '超大屏幕': 1, '大方得体': 1}"
100000008462,"{'时尚美观': 4, '完美运行': 3, '大小适宜': 2, '手感一流': 2, '方便好用': 2, '流畅至极': 1, '颜色绚丽': 1, '清晰度高': 1, '毫无卡顿': 1, '拍照一流': 1}"
27070441529,"{'声音洪亮': 105, '时尚美观': 21, '续航出色': 20, '操作简便': 19, '使用简便': 17, '清晰无杂音': 17, '清晰度高': 14, '方便好用': 12, '超大字体': 10, '持久耐用': 10, '大小适宜': 8, '小巧精致': 6}"
100000695447,"{'声音洪亮': 10, '优质耐用': 3, '使用简便': 2, '方便好用': 2, '待机给力': 2, '容量充足': 2, '大小适宜': 1, '操作简便': 1, '高端大气': 1, '字体够大': 1}"
100000856861,"{'声音洪亮': 41, '字体够大': 9, '操作简便': 7, '方便好用': 7, '声音清晰': 5, '操作简单': 5, '续航出色': 4, '功能齐全': 3, '时尚美观': 3, '颜色绚丽': 2, '清晰明亮': 2, '超大字体': 1}"
32245929831,"{'便携小巧': 146, '待机给力': 134, '方便好用': 119, '声音清晰': 95, '操作简单': 68, '电池耐用': 58, '声音洪亮': 49, '操作简便': 47, '优质耐用': 36, '简单大方': 29, '小巧精致': 26, '屏大小合适': 21}"
8344046,"{'完美运行': 19, '清晰度高': 19, '方便好用': 18, '漂亮大方': 13, '毫无卡顿': 10, '时尚美观': 9, '功能齐全': 5, '手感一流': 5, '充电快速': 5, '内存充足': 5, '高端大气': 4, '光滑细腻': 2}"
34657895159,"{'时尚美观': 24, '方便好用': 11, '反应超快': 9, '高端大气': 9, '颜值爆表': 8, '功能强大': 7, '手感一流': 5, '科技感强': 5, '时尚简约': 5, '解锁迅速': 4, '美颜功能强': 3, '散热性佳': 3}"
12494304703,"{'声音洪亮': 324, '超大字体': 315, '声音清晰': 301, '操作简便': 240, '颜色绚丽': 216, '方便好用': 168, '使用舒适': 130, '使用简便': 130, '续航出色': 128, '漂亮大方': 92, '持久耐用': 82, '大小适宜': 68}"
33583917430,"{'完美运行': 1, '毫无卡顿': 1, '方便好用': 1, '解锁迅速': 1}"
100001107001,"{'声音洪亮': 62, '方便好用': 20, '时尚美观': 16, '操作简便': 15, '大小适宜': 13, '颜色绚丽': 12, '使用简便': 12, '小巧精致': 11, '待机给力': 11, '持久耐用': 6, '完美运行': 3, '清晰度高': 3}"
27384757482,"{'声音洪亮': 302, '方便好用': 85, '时尚美观': 72, '颜色绚丽': 65, '操作简便': 60, '清晰无杂音': 60, '超大字体': 53, '使用简便': 48, '清晰度高': 23, '大屏清晰': 23, '漂亮大方': 21, '持久耐用': 18}"
6009096,"{'反应超快': 18, '时尚美观': 18, '方便好用': 16, '清晰度高': 9, '颜色绚丽': 7, '毫无卡顿': 4, '功能齐全': 2, '持久耐用': 2, '照片清晰': 2, '内存充足': 2, '色彩饱满': 1, '尺寸适宜': 1}"
